HG00096,HG00103,HG00106,HG00111,HG00116,HG00126,HG00132,HG00149,HG00150,HG00176,seqnames,start,end,width,strand,startID,endID,intron_motif,startID,endID,maxCount,quantileValueN,passedExpression,passed,maxDJaccard,passedVariability,b_jaccard,rho_jaccard
0,0,0,1,1,0,0,2,0,2,chr21,35304047,35310528,6482,+,91,767,GT-AG,91,767,2,4.1,FALSE,FALSE,0.52,TRUE,-0.103609193168677,0.00342496837398749
0,0,0,0,1,2,0,1,0,1,chr21,35304047,35318113,14067,+,91,765,GT-AG,91,765,2,4,FALSE,FALSE,0.6,TRUE,-0.14255566984485,0.00611047006379335
0,0,0,0,1,0,0,0,0,1,chr21,35308169,35310528,2360,+,92,767,GT-AG,92,767,1,2.55,FALSE,FALSE,0.291666666666667,TRUE,-0.608904487544685,0.00436450274857945
0,0,0,1,0,2,0,1,0,0,chr21,35318200,35341537,23338,+,93,768,GT-AG,93,768,2,2,FALSE,FALSE,0.5,TRUE,-8.88178419700125e-17,0.281703088334639
0,0,0,0,0,0,0,0,0,1,chr21,35320238,35341537,21300,+,94,768,GT-AG,94,768,1,2,FALSE,FALSE,0.4,TRUE,-1.08848354210436,0.0218846749107189
0,0,0,0,1,0,0,0,0,1,chr21,35320246,35341537,21292,+,95,768,GT-AG,95,768,1,2,FALSE,FALSE,0.75,TRUE,-0.848694014824521,0.0385408551587668
0,0,0,0,0,0,1,0,0,0,chr21,35320246,35341541,21296,+,95,769,GT-AG,95,769,1,1,FALSE,FALSE,0.666666666666667,TRUE,-0.239789527279837,0.500000122733007
0,0,0,0,0,2,0,0,0,0,chr21,35321450,35323426,1977,+,96,770,GT-AG,96,770,2,2.55,FALSE,FALSE,0.533333333333333,TRUE,-1.02382082561185,0.299900296326294
1,0,0,0,0,1,2,1,0,2,chr21,35321597,35323426,1830,+,97,770,GT-AG,97,770,2,2.55,FALSE,FALSE,0.722222222222222,TRUE,0.784031298332017,0.259534697778437
0,0,1,0,0,0,0,0,0,0,chr21,35321597,35334361,12765,+,97,771,GT-AG,97,771,1,2,FALSE,FALSE,0.857142857142857,TRUE,-1.3282730693842,0.981196297374427
0,1,0,0,0,0,0,0,0,0,chr21,35331697,35334361,2665,+,98,771,GT-AG,98,771,1,1,FALSE,FALSE,0.5,TRUE,1.73194791841524e-16,0.499999947750721
0,0,0,1,0,0,0,0,0,0,chr21,35334952,35341537,6586,+,99,768,GT-AG,99,768,1,2,FALSE,FALSE,0.4,TRUE,-1.08848354210436,0.0129986264308295
1,0,0,0,0,0,0,0,0,0,chr21,35348386,35348685,300,+,100,772,GT-AG,100,772,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000046432499
2,0,1,0,0,0,1,0,2,2,chr21,35348746,35349028,283,+,101,773,GT-AG,101,773,2,8.1,FALSE,FALSE,0.729805996472663,TRUE,-1.41506603339123,0.00456982393891627
1,3,0,5,6,0,6,1,3,7,chr21,35348853,35349028,176,+,102,773,GT-AG,102,773,7,8.1,FALSE,FALSE,0.729805996472663,TRUE,1.41506603339123,0.00456981164782619
0,0,1,0,0,0,0,0,0,0,chr21,35356831,35497640,140810,+,103,774,GT-AG,103,774,1,177.05,FALSE,FALSE,0.00494505494505495,FALSE,-6.90776697478449,0.000197824282490383
0,0,0,0,1,0,0,0,0,0,chr21,35445569,35445911,343,+,104,775,GT-AG,104,775,1,5.1,FALSE,FALSE,0.222222222222222,TRUE,-2.62238829258166,0.0110125833425672
0,0,0,0,1,1,0,0,0,0,chr21,35445569,35467161,21593,+,104,776,GT-AG,104,776,1,22.3,FALSE,FALSE,0.0652307692307692,TRUE,-4.33730848240182,0.000631361416322329
1,1,1,1,1,4,1,0,0,0,chr21,35445569,35475133,29565,+,104,777,GT-AG,104,777,4,18.85,FALSE,FALSE,0.111301198801199,TRUE,-2.74192657573679,0.00730741126667105
1,2,0,3,1,1,1,0,2,1,chr21,35445569,35497640,52072,+,104,774,GT-AG,104,774,3,177.6,FALSE,FALSE,0.012859840987501,FALSE,-4.9982978613619,6.09619322465532e-05
0,0,0,0,0,0,0,0,0,1,chr21,35445593,35497640,52048,+,105,774,GT-AG,105,774,1,177.05,FALSE,FALSE,0.00725806451612903,FALSE,-6.90750857106689,0.000537947044476197
1,3,0,0,0,0,0,0,2,0,chr21,35446046,35446435,390,+,106,778,GT-AG,106,778,3,202.55,FALSE,FALSE,0.01573058908899,FALSE,-6.39265701591585,0.00223606391696091
7,13,10,6,9,19,7,19,6,10,chr21,35446046,35467161,21116,+,106,776,GT-AG,106,776,19,203,FALSE,FALSE,0.0461819540638994,FALSE,-2.6237515468555,0.00515812175774294
0,1,0,0,1,3,0,0,0,0,chr21,35446046,35468229,22184,+,106,779,GT-AG,106,779,3,202.55,FALSE,FALSE,0.0114553525585307,FALSE,-6.45755377921715,0.00409878843210434
0,0,0,0,0,0,0,1,0,0,chr21,35446046,35468233,22188,+,106,780,GT-AG,106,780,1,202.55,FALSE,FALSE,0.005625,FALSE,-7.04353011439199,0.000328778123783442
5,9,10,6,5,13,6,4,4,3,chr21,35446046,35475133,29088,+,106,777,GT-AG,106,777,13,207.65,FALSE,FALSE,0.0227335441772304,FALSE,-3.17149506788816,0.000141246920608399
142,107,167,123,62,147,71,123,162,118,chr21,35446046,35497640,51595,+,106,774,GT-AG,106,774,167,217.1,TRUE,TRUE,0.124514247929788,TRUE,1.15263271100001,0.0174190812197196
0,0,0,1,0,0,0,0,0,0,chr21,35446046,35497644,51599,+,106,781,GT-AG,106,781,1,202.55,FALSE,FALSE,0.00642857142857143,FALSE,-7.04408302315042,0.00038497867087252
0,3,0,1,0,3,1,2,2,1,chr21,35446046,35514707,68662,+,106,782,GT-AG,106,782,3,235.1,FALSE,FALSE,0.0108871181926264,FALSE,-5.50749822704375,6.84928282348045e-05
0,0,0,0,0,0,0,0,0,1,chr21,35446046,35560517,114472,+,106,783,GT-AG,106,783,1,202.55,FALSE,FALSE,0.00625,FALSE,-7.04346030121358,0.000461983830288084
0,0,0,0,0,0,0,0,1,0,chr21,35446046,35635119,189074,+,106,784,GT-AG,106,784,1,202.55,FALSE,FALSE,0.00483870967741936,FALSE,-7.04430945413948,0.000210021031732048
0,0,1,0,0,0,0,0,0,0,chr21,35446046,35665980,219935,+,106,785,GT-AG,106,785,1,202.55,FALSE,FALSE,0.00443349753694581,FALSE,-7.04366309844021,0.000184042858143373
1,0,0,0,0,0,0,0,0,0,chr21,35450707,35467161,16455,+,107,776,GT-AG,107,776,1,19.55,FALSE,FALSE,0.1125,TRUE,-4.36253494194615,0.0148104341349147
1,0,2,0,6,3,5,0,0,4,chr21,35469583,35475133,5551,+,108,777,GT-AG,108,777,6,20.3,FALSE,FALSE,0.332830704745666,TRUE,-2.36510559195112,0.0402743643282374
2,2,4,0,0,3,3,0,3,1,chr21,35469583,35497640,28058,+,108,774,GT-AG,108,774,4,178.15,FALSE,FALSE,0.0214957769775651,FALSE,-4.90554521084155,0.000492767340990343
0,0,0,0,0,0,1,0,0,0,chr21,35469974,35475133,5160,+,109,777,GT-AG,109,777,1,16.85,FALSE,FALSE,0.0692307692307692,TRUE,-4.22024923310292,0.00288943995163093
0,1,0,0,0,0,0,0,0,0,chr21,35474607,35474607,1,+,110,786,AT-AA,110,786,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999965255526
8,12,14,6,11,17,16,10,8,7,chr21,35475208,35475795,588,+,111,787,GT-AG,111,787,17,18.2,FALSE,FALSE,0.129212454212454,TRUE,2.93485384610863,0.0186843521370536
0,1,1,1,1,2,0,0,1,0,chr21,35475208,35497640,22433,+,111,774,GT-AG,111,774,2,188.35,FALSE,FALSE,0.007312244613094,FALSE,-5.72609984533392,5.07545706801778e-05
0,0,0,0,2,1,0,0,1,0,chr21,35475212,35475795,584,+,112,787,GT-AG,112,787,2,17.1,FALSE,FALSE,0.121794871794872,TRUE,-3.8614408142855,0.000713890574827674
0,0,0,0,0,0,0,1,0,1,chr21,35475613,35475613,1,+,113,788,GT-AG,113,788,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.499999991672702
1,10,9,5,7,8,7,6,3,3,chr21,35475819,35497640,21822,+,114,774,GT-AG,114,774,10,177.05,FALSE,FALSE,0.0476216203998518,FALSE,-3.1636041137363,0.00688875555962248
0,1,0,0,0,0,0,0,0,0,chr21,35475819,35497644,21826,+,114,781,GT-AG,114,781,1,10.1,FALSE,FALSE,0.0818181818181818,TRUE,-3.72672803470612,0.0029528889345878
0,0,0,0,1,0,0,0,0,0,chr21,35475819,35514707,38889,+,114,782,GT-AG,114,782,1,70.9,FALSE,FALSE,0.0214285714285714,FALSE,-5.83065196496467,0.00216150054763816
0,0,0,0,0,0,1,0,0,0,chr21,35475870,35475871,2,+,115,789,,115,789,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000072077643
1,0,0,0,0,0,0,0,0,0,chr21,35476465,35476466,2,+,116,790,,116,790,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000046432499
1,0,0,0,0,0,0,0,0,0,chr21,35477955,35477956,2,+,117,791,,117,791,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000046432499
0,0,0,0,0,0,0,0,0,1,chr21,35478124,35478125,2,+,118,792,,118,792,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.49999991007907
0,0,0,0,0,0,0,1,0,0,chr21,35478304,35478304,1,+,119,793,AT-AA,119,793,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999999997727
36,16,31,55,34,34,71,43,35,24,chr21,35497781,35514707,16927,+,120,782,GT-AG,120,782,71,64.8,TRUE,TRUE,0.107933920039183,TRUE,3.50792463687827,0.000571179999675805
0,0,0,0,0,0,0,0,1,0,chr21,35497781,35567803,70023,+,120,794,GT-AG,120,794,1,63.8,FALSE,FALSE,0.025,FALSE,-5.63066994089228,0.00147765912174035
0,0,0,0,0,0,0,0,0,1,chr21,35497781,35635119,137339,+,120,784,GT-AG,120,784,1,63.8,FALSE,FALSE,0.036,FALSE,-5.63214592424232,0.00808826644288026
0,1,0,0,0,0,0,0,0,0,chr21,35772198,35774388,2191,+,121,795,GT-AG,121,795,1,1.55,FALSE,FALSE,0.5,TRUE,-0.0646627164925052,0.921577633569055
0,0,0,0,2,0,0,0,0,0,chr21,35773165,35774388,1224,+,122,795,GT-AG,122,795,2,1.55,FALSE,FALSE,0.5,TRUE,0.0646627164925051,0.921577598957963
0,0,0,0,1,0,0,0,0,0,chr21,36042136,36079577,37442,+,123,796,GT-AG,123,796,1,35.2,FALSE,FALSE,0.1125,TRUE,-4.52904313240618,0.0635736686557195
0,0,0,0,0,0,0,1,0,0,chr21,36043062,36043445,384,+,124,797,GT-AG,124,797,1,38.15,FALSE,FALSE,0.0204545454545455,FALSE,-4.537607122446,0.000810470375466353
24,3,9,6,6,24,11,36,30,5,chr21,36043062,36079577,36516,+,124,796,GT-AG,124,796,36,40.05,TRUE,TRUE,0.170901960784314,TRUE,2.89108925341087,0.030143077127895
0,0,0,0,0,0,0,3,1,0,chr21,36043062,36080241,37180,+,124,798,GT-AG,124,798,3,96.45,FALSE,FALSE,0.0223508771929825,FALSE,-5.08461761551564,0.000328372604981527
0,0,0,0,0,1,0,0,0,0,chr21,36043536,36079577,36042,+,125,796,GT-AG,125,796,1,35.2,FALSE,FALSE,0.036,FALSE,-4.53815445960519,0.00234369790927792
0,0,0,1,0,0,0,0,0,0,chr21,36079688,36080135,448,+,126,799,GT-AG,126,799,1,57.1,FALSE,FALSE,0.075,TRUE,-4.82967443366963,0.0383179534835174
20,2,18,11,12,22,20,66,40,5,chr21,36079688,36080241,554,+,126,798,GT-AG,126,798,66,63.2,TRUE,TRUE,0.360379665379665,TRUE,2.31306892696701,0.0155880487015817
1,0,0,0,0,0,0,0,0,0,chr21,36080163,36080241,79,+,127,798,GT-AG,127,798,1,60.4,FALSE,FALSE,0.0428571428571429,FALSE,-4.89101669081403,0.0133309303397906
12,4,22,10,10,28,21,58,42,10,chr21,36080368,36080997,630,+,128,800,GT-AG,128,800,58,55.9,TRUE,TRUE,0.128810695790885,TRUE,2.51837627300335,0.00535131708478003
15,7,20,12,8,19,19,61,55,6,chr21,36081105,36081654,550,+,129,801,GT-AG,129,801,61,59.4,TRUE,TRUE,0.103075396825397,TRUE,4.32754438274555,0.0010811408941298
0,0,0,1,0,0,0,0,0,0,chr21,36081837,36085569,3733,+,130,802,GT-AG,130,802,1,52.2,FALSE,FALSE,0.0375,FALSE,-5.09553250493088,0.00686866945700766
25,3,22,21,6,23,30,52,47,13,chr21,36081837,36088618,6782,+,130,803,GT-AG,130,803,52,56.2,TRUE,TRUE,0.381846066865557,TRUE,2.48136279118912,0.0127537280238156
0,0,0,0,0,0,1,0,0,0,chr21,36081837,36109722,27886,+,130,804,GT-AG,130,804,1,52.2,FALSE,FALSE,0.028125,FALSE,-5.09660560613269,0.00205002406580977
0,0,0,0,1,0,0,0,0,0,chr21,37537170,37571367,34198,+,131,805,GT-AG,131,805,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000008335434
0,0,0,0,1,0,0,0,0,0,chr21,37802711,37803207,497,+,132,806,GT-AG,132,806,1,2.1,FALSE,FALSE,0.5,TRUE,-0.103609193168677,0.987303751204544
3,0,0,0,0,0,0,0,0,0,chr21,37802711,37817925,15215,+,132,807,GT-AG,132,807,3,2.1,FALSE,FALSE,0.5,TRUE,0.103609193168678,0.987303742783851
0,0,0,0,0,0,0,0,0,1,chr21,37803287,37869847,66561,+,133,808,GT-AG,133,808,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.49999991007907
2,0,0,1,0,0,0,0,0,0,chr21,37818306,37852528,34223,+,134,809,GT-AG,134,809,2,1.55,FALSE,FALSE,0,FALSE,0.544241771052179,0.976350758781204
0,0,1,1,1,0,0,1,1,0,chr21,38338912,38340853,1942,+,135,810,GT-AG,135,810,1,1,FALSE,FALSE,0,FALSE,1.19894763639919,0.499999999990703
0,0,0,1,0,0,0,0,0,0,chr21,38344550,38345899,1350,+,136,811,GT-AG,136,811,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999943136996
0,1,0,0,0,0,0,0,1,0,chr21,39644480,39663527,19048,+,137,812,GT-AG,137,812,1,2,FALSE,FALSE,0.5,TRUE,-0.12932543298501,0.987329492555323
0,0,2,0,0,0,0,0,0,2,chr21,39644480,39668847,24368,+,137,813,GT-AG,137,813,2,2,FALSE,FALSE,0.6,TRUE,-0.110464094294827,0.986868019037838
0,0,0,0,1,0,0,0,0,0,chr21,39663670,39668847,5178,+,138,813,GT-AG,138,813,1,2,FALSE,FALSE,0.666666666666667,TRUE,-0.369114960264848,0.981874916581233
1,2,2,1,1,0,1,0,0,1,chr21,39668946,39671165,2220,+,139,814,GT-AG,139,814,2,2,FALSE,FALSE,0,FALSE,1.80785212394387,0.968730313177504
1,2,1,3,0,3,2,5,0,0,chr21,40178045,40181958,3914,+,140,815,GT-AG,140,815,5,4.55,FALSE,FALSE,0.214285714285714,TRUE,1.92867401899398,0.0279166765473904
0,0,0,1,0,0,0,0,0,0,chr21,40178733,40181958,3226,+,141,815,GT-AG,141,815,1,4.55,FALSE,FALSE,0.214285714285714,TRUE,-1.92867401899398,0.0279166768818743
2,4,4,5,3,1,5,9,4,2,chr21,40182031,40184926,2896,+,142,816,GT-AG,142,816,9,7.2,FALSE,FALSE,0,FALSE,3.54361543248088,0.98192664962315
6,5,5,4,5,8,15,13,8,4,chr21,40185039,40186196,1158,+,143,817,GT-AG,143,817,15,14.1,FALSE,FALSE,0,FALSE,4.20148703651158,0.978179132202449
7,4,8,7,7,4,13,14,3,7,chr21,40186317,40186704,388,+,144,818,GT-AG,144,818,14,13.55,FALSE,FALSE,0,FALSE,4.21302572143108,0.97804610027147
5,11,9,10,12,12,14,19,6,7,chr21,40186906,40188931,2026,+,145,819,GT-AG,145,819,19,16.75,FALSE,FALSE,0,FALSE,4.59335040082277,0.974095254828271
7,4,8,5,11,17,21,18,8,10,chr21,40189016,40190348,1333,+,146,820,GT-AG,146,820,21,20.1,TRUE,TRUE,0.27280701754386,TRUE,3.72267051769678,0.0286682941073383
0,0,0,1,0,0,0,0,0,0,chr21,40189016,40190360,1345,+,146,821,GT-AG,146,821,1,20.1,FALSE,FALSE,0.15,TRUE,-4.38236617214276,0.0592975884066432
6,3,5,15,11,6,22,21,8,8,chr21,40190571,40191426,856,+,147,822,GT-AG,147,822,22,22,TRUE,TRUE,0.0954545454545455,TRUE,4.00574992024253,0.000914179120326271
6,8,7,5,5,8,7,10,9,5,chr21,40191691,40193509,1819,+,148,823,GT-AG,148,823,10,9.55,FALSE,FALSE,0,FALSE,4.23465888491319,0.977925339760414
6,7,12,6,2,4,14,10,5,5,chr21,40193629,40194597,969,+,149,824,GT-AG,149,824,14,13.1,FALSE,FALSE,0,FALSE,4.14658443280805,0.978363753444665
15,13,13,21,19,14,29,23,10,22,chr21,40752413,40762623,10211,+,150,825,GT-AG,150,825,29,46.85,TRUE,TRUE,0.268077884918001,TRUE,0.16004969423089,0.039938472580238
1,0,1,0,0,0,0,1,0,0,chr21,40752483,40762623,10141,+,151,825,GT-AG,151,825,1,46.85,FALSE,FALSE,0.0264537545787546,FALSE,-5.07047774797272,0.000278606945323359
0,0,0,0,1,0,0,0,0,0,chr21,40752573,40762623,10051,+,152,825,GT-AG,152,825,1,46.85,FALSE,FALSE,0.03,FALSE,-5.55605732720101,0.00303068056345808
9,5,17,22,9,19,19,15,27,8,chr21,40759782,40762623,2842,+,153,825,GT-AG,153,825,27,46.85,TRUE,TRUE,0.301844368434485,TRUE,-0.302333423718315,0.0494057618663132
58,35,51,74,73,34,92,57,66,54,chr21,40762790,40763694,905,+,154,826,GT-AG,154,826,92,88.9,TRUE,TRUE,0.118484650376023,TRUE,2.80187645892461,0.00315365105833514
0,0,0,0,1,0,0,0,0,0,chr21,40762846,40763694,849,+,155,826,GT-AG,155,826,1,85.45,FALSE,FALSE,0.012,FALSE,-6.12235019496462,0.000639602628532351
0,0,0,1,1,0,1,0,0,0,chr21,40763403,40763694,292,+,156,826,GT-AG,156,826,1,85.45,FALSE,FALSE,0.00960283687943263,FALSE,-5.64036225152731,0.000151426131901042
37,16,40,36,38,21,59,32,51,33,chr21,40763763,40765091,1329,+,157,827,GT-AG,157,827,59,65.2,TRUE,TRUE,0.0512980337664714,TRUE,1.75560443791012,0.000115514505012197
0,0,0,0,0,0,1,1,0,0,chr21,40763763,40768791,5029,+,157,828,GT-AG,157,828,1,87.55,FALSE,FALSE,0.0166161309884779,FALSE,-5.78616157450729,0.000183314035014574
0,0,0,0,0,0,0,0,2,0,chr21,40763763,40777839,14077,+,157,829,GT-AG,157,829,2,60.75,FALSE,FALSE,0.0310344827586207,FALSE,-5.59179646122075,0.0214429616189143
0,0,0,1,0,0,0,0,0,0,chr21,40763763,40780531,16769,+,157,830,GT-AG,157,830,1,59.75,FALSE,FALSE,0.0243243243243243,FALSE,-5.63185033606119,0.00155859272222034
0,0,0,0,0,0,2,0,4,1,chr21,40763763,40834300,70538,+,157,831,GT-AG,157,831,4,62.4,FALSE,FALSE,0.0563359597842357,TRUE,-5.01271274615574,0.0215553261617325
18,7,17,25,19,14,35,17,19,12,chr21,40765207,40768791,3585,+,158,828,GT-AG,158,828,35,33.6,TRUE,TRUE,0.114128464128464,TRUE,2.33041528115183,0.00621817039214016
1,1,1,2,0,0,1,1,1,1,chr21,40765207,40777839,12633,+,158,829,GT-AG,158,829,2,33.05,FALSE,FALSE,0.0763859775701881,TRUE,-3.23056679463916,0.000216561840227159
0,0,0,0,0,0,1,0,0,1,chr21,40765207,40782769,17563,+,158,832,GT-AG,158,832,1,33.05,FALSE,FALSE,0.0573684210526316,TRUE,-4.78656817079201,0.000468562050702328
1,0,1,0,0,0,0,0,0,0,chr21,40777985,40778487,503,+,159,833,GT-AG,159,833,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.500000056969132
0,0,0,0,0,0,0,0,1,0,chr21,40778658,40779718,1061,+,160,834,GT-AG,160,834,1,1,FALSE,FALSE,0.5,TRUE,2.53130849614536e-16,0.49999999999866
0,1,0,0,0,0,0,0,0,0,chr21,40778658,40782769,4112,+,160,832,GT-AG,160,832,1,1,FALSE,FALSE,0.833333333333333,TRUE,-0.959158109119348,0.499999934489463
1,0,1,0,0,0,0,0,0,0,chr21,40780604,40782769,2166,+,161,832,GT-AG,161,832,1,1,FALSE,FALSE,0.6,TRUE,-0.239789527279837,0.500000052046802
0,0,0,0,0,0,1,0,0,0,chr21,40782864,40785585,2722,+,162,835,GT-AG,162,835,1,1,FALSE,FALSE,0.5,TRUE,2.26485497023532e-16,0.499999999998182
0,1,0,0,0,0,0,0,0,0,chr21,40782864,40797685,14822,+,162,836,GT-AG,162,836,1,1,FALSE,FALSE,0.5,TRUE,2.26485497023532e-16,0.500000081923408
0,0,0,0,1,0,1,1,1,0,chr21,40817819,40834300,16482,+,163,831,GT-AG,163,831,1,5.55,FALSE,FALSE,0.388333333333333,TRUE,-2.28443058048959,0.00143573133761855
1,0,1,2,2,0,1,1,0,2,chr21,40817856,40834300,16445,+,164,831,GT-AG,164,831,2,5.55,FALSE,FALSE,0.316666666666667,TRUE,-1.09081737031721,0.00203169592134941
1,1,1,1,0,1,2,0,0,1,chr21,40818008,40834300,16293,+,165,831,GT-AG,165,831,2,5.55,FALSE,FALSE,0.666666666666667,TRUE,-1.10332583567081,0.00191783145490827
0,0,0,1,1,1,0,0,0,0,chr21,40818025,40834300,16276,+,166,831,GT-AG,166,831,1,5.55,FALSE,FALSE,0.4,TRUE,-2.53599180129441,0.00352858262268478
4,7,1,6,1,3,7,4,3,3,chr21,40834487,40847060,12574,+,167,837,GT-AG,167,837,7,7,FALSE,FALSE,0,FALSE,3.51611299107167,0.981319409456995
1,12,7,8,6,8,9,6,3,5,chr21,40847142,40871748,24607,+,168,838,GT-AG,168,838,12,10.65,FALSE,FALSE,0.182936507936508,TRUE,3.07521029856608,0.00116080705197674
0,0,0,1,0,0,0,1,1,1,chr21,40847142,40880924,33783,+,168,839,GT-AG,168,839,1,18,FALSE,FALSE,0.0767521367521367,TRUE,-3.77859807172869,0.000604559557000327
2,6,11,9,5,4,9,3,5,7,chr21,40871842,40880924,9083,+,169,839,GT-AG,169,839,11,10.55,FALSE,FALSE,0.185833333333333,TRUE,3.05689548387287,0.00105031084321807
2,5,8,8,4,4,8,3,6,5,chr21,40880955,40883606,2652,+,170,840,GT-AG,170,840,8,8.55,FALSE,FALSE,0.1,TRUE,3.66656310964581,0.00266795618413436
0,0,0,1,0,0,0,0,0,0,chr21,40880955,40887014,6060,+,170,841,GT-AG,170,841,1,15,FALSE,FALSE,0.06,TRUE,-4.30510797661413,0.00168791811682183
5,6,4,6,6,3,7,2,3,3,chr21,40883737,40887014,3278,+,171,841,GT-AG,171,841,7,7,FALSE,FALSE,0.128571428571429,TRUE,3.51892879473703,0.00326857097696876
0,0,0,0,2,0,0,0,0,0,chr21,43524152,43528411,4260,+,172,842,GC-AG,172,842,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.951748380591938
1,0,2,2,2,2,3,6,3,3,chr21,43639415,43645780,6366,+,173,843,GT-AG,173,843,6,4.65,FALSE,FALSE,0,FALSE,2.89888205013208,0.983432210717741
2,1,0,8,10,2,4,9,8,9,chr21,43646025,43691179,45155,+,174,844,GT-AG,174,844,10,9.55,FALSE,FALSE,0,FALSE,3.46262500541694,0.980526821563702
0,0,0,0,0,0,0,0,0,1,chr21,43691225,43716273,25049,+,175,845,GT-AG,175,845,1,18.1,FALSE,FALSE,0.0473684210526316,FALSE,-4.31064363467617,0.00145295630578471
9,2,2,3,10,2,3,10,5,4,chr21,43691298,43693412,2115,+,176,846,GT-AG,176,846,10,10,FALSE,FALSE,0,FALSE,3.73880399617686,0.980755548881156
8,2,2,2,6,2,6,7,6,5,chr21,43693546,43697004,3459,+,177,847,GT-AG,177,847,8,9.1,FALSE,FALSE,0.136547619047619,TRUE,2.68614577517332,0.00212405623832569
2,0,0,0,1,0,0,1,0,1,chr21,43693546,43702383,8838,+,177,848,GT-AG,177,848,2,16.75,FALSE,FALSE,0.0746385193753615,TRUE,-3.21991968176252,0.000898431443165657
9,0,2,1,7,2,4,5,5,3,chr21,43697056,43702383,5328,+,178,848,GT-AG,178,848,9,9.65,FALSE,FALSE,0.169612794612795,TRUE,2.20334818123229,0.00100269277402863
5,3,1,3,10,4,2,10,2,8,chr21,43702530,43704669,2140,+,179,849,GT-AG,179,849,10,10,FALSE,FALSE,0,FALSE,3.66250024449991,0.980942099432525
7,1,4,6,13,10,5,20,5,10,chr21,43704794,43705989,1196,+,180,850,GT-AG,180,850,20,16.85,TRUE,TRUE,0.166666666666667,TRUE,3.32704754628635,0.0620552982041716
9,6,4,4,9,6,8,15,8,5,chr21,43706105,43707998,1894,+,181,851,GT-AG,181,851,15,14.75,FALSE,FALSE,0.292499363381716,TRUE,1.30303293855905,0.0145095846054466
2,3,2,1,2,0,3,2,2,5,chr21,43706826,43707998,1173,+,182,851,GT-AG,182,851,5,14.75,FALSE,FALSE,0.233300229182582,TRUE,-1.44898699583564,0.00143364116307159
0,0,0,0,1,0,0,0,0,0,chr21,43706963,43707998,1036,+,183,851,GT-AG,183,851,1,14.75,FALSE,FALSE,0.075,TRUE,-4.30132484862507,0.00340930565546203
0,0,1,0,0,0,0,0,0,1,chr21,43707703,43707998,296,+,184,851,GT-AG,184,851,1,14.75,FALSE,FALSE,0.119480519480519,TRUE,-4.04553978603976,0.00207334161543208
7,3,3,8,14,3,6,7,4,13,chr21,43708148,43708320,173,+,185,852,GT-AG,185,852,14,19.1,FALSE,FALSE,0.198444055944056,TRUE,0.104191393212147,0.000346867222409915
6,5,4,6,6,3,6,6,7,5,chr21,43708184,43708320,137,+,186,852,GT-AG,186,852,7,19.1,FALSE,FALSE,0.198444055944056,TRUE,-0.104191393212147,0.000346869162966205
0,0,0,0,1,0,0,0,0,0,chr21,43708423,43710141,1719,+,187,853,GT-AG,187,853,1,14.55,FALSE,FALSE,0.06,TRUE,-4.38729307941598,0.00226769349316488
14,10,4,12,14,8,8,11,13,13,chr21,43708423,43710159,1737,+,187,854,GT-AG,187,854,14,14.55,FALSE,FALSE,0.06,TRUE,4.38729307941598,0.00226769349365728
5,4,10,11,20,1,10,20,10,13,chr21,43710329,43711201,873,+,188,855,GT-AG,188,855,20,20,TRUE,TRUE,0.163333333333333,TRUE,3.92842013177857,0.0122756762538989
8,5,9,10,12,8,4,13,11,11,chr21,43711303,43711607,305,+,189,856,GT-AG,189,856,13,12.55,FALSE,FALSE,0,FALSE,4.46503243035542,0.975645217011983
5,3,8,5,7,2,0,13,4,13,chr21,43711767,43714651,2885,+,190,857,GT-AG,190,857,13,13,FALSE,FALSE,0.221560846560847,TRUE,2.86229436691574,0.00758011281694202
2,0,0,1,1,0,0,0,0,0,chr21,43711789,43714651,2863,+,191,857,GT-AG,191,857,2,13,FALSE,FALSE,0.221560846560847,TRUE,-2.86229436691574,0.00758011292816034
10,6,6,16,17,8,7,13,4,18,chr21,43714771,43716273,1503,+,192,845,GT-AG,192,845,18,18.1,FALSE,FALSE,0.0473684210526316,FALSE,4.31064363467617,0.00145295704346904
0,0,0,0,0,0,0,1,0,0,chr21,43974253,43982187,7935,+,193,858,GT-AG,193,858,1,1.55,FALSE,FALSE,0.75,TRUE,-0.544241771052179,0.982845324236232
0,0,2,0,1,0,1,0,0,0,chr21,43979200,43982187,2988,+,194,858,GT-AG,194,858,2,1.55,FALSE,FALSE,0.75,TRUE,0.54424177105218,0.982845321378284
